Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	EC number	Organism (ID)	Rhea ID	AlphaFoldDB	PDB	BRENDA	BioCyc	PathwayCommons	SABIO-RK	Reactome	PlantReactome	SIGNOR	SignaLink	UniPathway
O08785	reviewed	CLOCK_MOUSE	Circadian locomoter output cycles protein kaput (mCLOCK) (EC 2.3.1.48)	Clock	Mus musculus (Mouse)	2.3.1.48	10090	RHEA:45948	O08785;	4F3L;5VJI;5VJX;8OSJ;8OSK;8OSL;									
O08807	reviewed	PRDX4_MOUSE	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	Prdx4	Mus musculus (Mouse)	1.11.1.24	10090	RHEA:62620	O08807;	3VWU;3VWV;3W8J;3WGX;					R-MMU-6798695;				
O08912	reviewed	GALT1_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Mus musculus (Mouse)	2.4.1.41	10090	RHEA:23956 RHEA:52424	O08912;	1XHB;	2.4.1.41;				R-MMU-6811436;R-MMU-913709;				UPA00378;
O09008	reviewed	MFNG_MOUSE	Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	Mfng	Mus musculus (Mouse)	2.4.1.222	10090	RHEA:70531 RHEA:70511	O09008;	2J0A;2J0B;	2.4.1.222;								
O09053	reviewed	WRN_MOUSE	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (Werner syndrome protein homolog) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]	Wrn	Mus musculus (Mouse)	3.1.-.-; 5.6.2.4	10090	RHEA:13065	O09053;	2E6L;2E6M;					R-MMU-174414;R-MMU-174437;R-MMU-5685938;R-MMU-5685942;R-MMU-5693568;R-MMU-5693579;R-MMU-5693607;R-MMU-5693616;R-MMU-6804756;R-MMU-69473;				
O09110	reviewed	MP2K3_MOUSE	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3)	Map2k3 Mkk3 Prkmk3	Mus musculus (Mouse)	2.7.12.2	10090	RHEA:17989 RHEA:46608 RHEA:10596	O09110;	1LEZ;	2.7.12.2;				R-MMU-2559580;R-MMU-450302;				
O09114	reviewed	PTGDS_MOUSE	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (L-PGDS) (PGD2 synthase) (PGDS2)	Ptgds	Mus musculus (Mouse)	5.3.99.2	10090	RHEA:10600	O09114;	2CZT;2CZU;2E4J;2KTD;2RQ0;	5.3.99.2;			O09114;	R-MMU-2162123;				
O09171	reviewed	BHMT1_RAT	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	Bhmt	Rattus norvegicus (Rat)	2.1.1.5	10116	RHEA:22336	O09171;	1UMY;	2.1.1.10;2.1.1.5;	MetaCyc:MONOMER-9241;			R-RNO-1614635;R-RNO-6798163;				UPA00051;UPA00291;
O14522	reviewed	PTPRT_HUMAN	Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)	PTPRT KIAA0283	Homo sapiens (Human)	3.1.3.48	9606	RHEA:10684	O14522;	2OOQ;	3.1.3.48;		O14522;				O14522;	O14522;	
O14556	reviewed	G3PT_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	Homo sapiens (Human)	1.2.1.12	9606	RHEA:10300	O14556;	3H9E;3PFW;5C7L;5C7O;	1.2.1.12;	MetaCyc:HS02793-MONOMER;	O14556;		R-HSA-390471;R-HSA-70171;R-HSA-70263;		O14556;	O14556;	UPA00109;
O14595	reviewed	CTDS2_HUMAN	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 2) (NLI-interacting factor 2) (Protein OS-4) (Small C-terminal domain phosphatase 2) (Small CTD phosphatase 2) (SCP2)	CTDSP2 NIF2 OS4 SCP2	Homo sapiens (Human)	3.1.3.16	9606	RHEA:20629 RHEA:47004	O14595;	2Q5E;			O14595;		R-HSA-381038;		O14595;	O14595;	
O14607	reviewed	UTY_HUMAN	Histone demethylase UTY (EC 1.14.11.68) (Ubiquitously-transcribed TPR protein on the Y chromosome) (Ubiquitously-transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)	UTY KDM6C	Homo sapiens (Human)	1.14.11.68	9606	RHEA:60224	O14607;	3ZLI;3ZPO;4UF0;5A1L;5FXV;5FXW;5FXX;5FXZ;5FY0;5FY1;5FY7;5FYM;		MetaCyc:MONOMER66-43915;	O14607;		R-HSA-3214842;		O14607;	O14607;	
O14638	reviewed	ENPP3_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (NPP3) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (CD antigen CD203c) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	ENPP3 PDNP3	Homo sapiens (Human)	3.1.4.1; 3.6.1.9	9606	RHEA:23996 RHEA:44644	O14638;	6C01;6C02;	3.6.1.9;		O14638;	O14638;	R-HSA-199220;			O14638;	
O14646	reviewed	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	CHD1	Homo sapiens (Human)	3.6.4.12	9606	RHEA:13065	O14646;	2B2T;2B2U;2B2V;2B2W;2B2Y;2N39;4B4C;4NW2;4O42;5AFW;			O14646;		R-HSA-9018519;		O14646;	O14646;	
O14656	reviewed	TOR1A_HUMAN	Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A)	TOR1A DQ2 DYT1 TA TORA	Homo sapiens (Human)	3.6.4.-	9606	RHEA:13065	O14656;	5J1S;5J1T;6OIF;			O14656;		R-HSA-8856825;		O14656;	O14656;	
O14672	reviewed	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	ADAM10 KUZ MADM	Homo sapiens (Human)	3.4.24.81	9606		O14672;	6BDZ;6BE6;8ESV;	3.4.24.81;	MetaCyc:ENSG00000137845-MONOMER;	O14672;		R-HSA-1442490;R-HSA-1474228;R-HSA-177929;R-HSA-2122948;R-HSA-2644606;R-HSA-2660826;R-HSA-2691232;R-HSA-2894862;R-HSA-2979096;R-HSA-381426;R-HSA-3928665;R-HSA-6798695;R-HSA-8957275;R-HSA-9013507;R-HSA-9013700;R-HSA-977225;		O14672;	O14672;	
O14678	reviewed	ABCD4_HUMAN	Lysosomal cobalamin transporter ABCD4 (EC 7.6.2.8) (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69)	ABCD4 PXMP1L	Homo sapiens (Human)	7.6.2.8	9606	RHEA:17873	O14678;	6JBJ;	7.6.2.8;		O14678;		R-HSA-5683329;R-HSA-9758881;R-HSA-9758890;			O14678;	
O14684	reviewed	PTGES_HUMAN	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	PTGES MGST1L1 MPGES1 PGES PIG12	Homo sapiens (Human)	1.11.1.-; 2.5.1.18; 5.3.99.3	9606	RHEA:12893 RHEA:53324 RHEA:64364 RHEA:51220 RHEA:48620	O14684;	3DWW;4AL0;4AL1;4BPM;4WAB;4YK5;4YL0;4YL1;4YL3;5BQG;5BQH;5BQI;5K0I;5T36;5T37;5TL9;6VL4;8PYV;	5.3.99.3;	MetaCyc:HS07518-MONOMER;	O14684;	O14684;	R-HSA-2162123;		O14684;	O14684;	UPA00662;
O14686	reviewed	KMT2D_HUMAN	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.364) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)	KMT2D ALR MLL2 MLL4	Homo sapiens (Human)	2.1.1.364	9606	RHEA:60264		3UVK;4ERQ;4Z4P;6O7G;		MetaCyc:HS09574-MONOMER;	O14686;		R-HSA-201722;R-HSA-3214841;R-HSA-3769402;R-HSA-5617472;R-HSA-8936459;R-HSA-9772755;		O14686;	O14686;	
O14717	reviewed	TRDMT_HUMAN	tRNA (cytosine(38)-C(5))-methyltransferase (EC 2.1.1.204) (DNA (cytosine-5)-methyltransferase-like protein 2) (Dnmt2) (DNA methyltransferase homolog HsaIIP) (DNA MTase homolog HsaIIP) (M.HsaIIP) (PuMet)	TRDMT1 DNMT2	Homo sapiens (Human)	2.1.1.204	9606	RHEA:42956	O14717;	1G55;	2.1.1.202;2.1.1.204;	MetaCyc:HS03011-MONOMER;	O14717;		R-HSA-6782315;			O14717;	
O14732	reviewed	IMPA2_HUMAN	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2)	IMPA2 IMP.18P	Homo sapiens (Human)	3.1.3.25	9606	RHEA:24056	O14732;	2CZH;2CZI;2CZK;2DDK;2FVZ;		MetaCyc:HS06822-MONOMER;	O14732;		R-HSA-1855183;			O14732;	UPA00823;
O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	2.7.12.2	9606	RHEA:17989 RHEA:46608 RHEA:10596	O14733;	2DYL;3WZU;4UX9;5B2K;5B2L;5B2M;5Y8U;5Y90;5Z1D;5Z1E;6IB0;6IB2;6QFL;6QFR;6QFT;6QG4;6QG7;6QHO;6QHR;6YFZ;6YG0;6YG1;6YG2;6YG3;6YG4;6YG5;6YG6;6YG7;6YZ4;7CBX;7OVI;7OVJ;7OVK;7OVL;7OVM;7OVN;	2.7.12.2;		O14733;		R-HSA-2559580;R-HSA-2871796;R-HSA-450321;R-HSA-5210891;		O14733;	O14733;	
O14744	reviewed	ANM5_HUMAN	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	Homo sapiens (Human)	2.1.1.320	9606	RHEA:48108	O14744;	4GQB;4X60;4X61;4X63;5C9Z;5EMJ;5EMK;5EML;5EMM;5FA5;6CKC;6K1S;6RLL;6RLQ;6UGH;6UXX;6UXY;6V0N;6V0O;6V0P;7BO7;7BOC;7KIB;7KIC;7KID;7L1G;7M05;7MX7;7MXA;7MXC;7MXG;7MXN;7S0U;7S1P;7S1Q;7S1R;7S1S;7SER;7SES;7U30;7UOH;7UY1;7UYF;7ZUP;7ZUQ;7ZUU;7ZUY;7ZV2;7ZVL;7ZVU;8CSG;8CTB;8CYI;8G1U;	2.1.1.320;	MetaCyc:HS02092-MONOMER;	O14744;		R-HSA-191859;R-HSA-3214858;R-HSA-6804760;		O14744;	O14744;	
O14746	reviewed	TERT_HUMAN	Telomerase reverse transcriptase (EC 2.7.7.49) (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2)	TERT EST2 TCS1 TRT	Homo sapiens (Human)	2.7.7.49	9606	RHEA:22508	O14746;	2BCK;4B18;4MNQ;5MEN;5MEO;5MEP;5MEQ;5MER;5UGW;7BG9;7QXA;7QXB;7QXS;7TRD;7TRE;7TRF;7V99;			O14746;		R-HSA-171319;R-HSA-201722;		O14746;	O14746;	
O14757	reviewed	CHK1_HUMAN	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	CHEK1 CHK1	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O14757;	1IA8;1NVQ;1NVR;1NVS;1ZLT;1ZYS;2AYP;2BR1;2BRB;2BRG;2BRH;2BRM;2BRN;2BRO;2C3J;2C3K;2C3L;2CGU;2CGV;2CGW;2CGX;2E9N;2E9O;2E9P;2E9U;2E9V;2GDO;2GHG;2HOG;2HXL;2HXQ;2HY0;2QHM;2QHN;2R0U;2WMQ;2WMR;2WMS;2WMT;2WMU;2WMV;2WMW;2WMX;2X8D;2X8E;2X8I;2XEY;2XEZ;2XF0;2YDI;2YDJ;2YDK;2YER;2YEX;2YM3;2YM4;2YM5;2YM6;2YM7;2YM8;2YWP;3F9N;3JVR;3JVS;3NLB;3OT3;3OT8;3PA3;3PA4;3PA5;3TKH;3TKI;3U9N;4FSM;4FSN;4FSQ;4FSR;4FST;4FSU;4FSW;4FSY;4FSZ;4FT0;4FT3;4FT5;4FT7;4FT9;4FTA;4FTC;4FTI;4FTJ;4FTK;4FTL;4FTM;4FTN;4FTO;4FTQ;4FTR;4FTT;4FTU;4GH2;4HYH;4HYI;4JIK;4QYE;4QYF;4QYG;4QYH;4RVK;4RVL;4RVM;5DLS;5F4N;5OOP;5OOR;5OOT;5OP2;5OP4;5OP5;5OP7;5OPB;5OPR;5OPS;5OPU;5OPV;5OQ5;5OQ6;5OQ7;5OQ8;5WI2;6FC8;6FCF;6FCK;7AKM;7AKO;7BJD;7BJE;7BJH;7BJJ;7BJM;7BJO;7BJR;7BJX;7BK1;7BK2;7BK3;7BKN;7BKO;7MCK;7SUF;7SUG;7SUH;7SUI;7SUJ;8E80;8E81;8SIV;8SIW;8SIX;	2.7.11.1;		O14757;		R-HSA-1433557;R-HSA-176187;R-HSA-5693607;R-HSA-5693616;R-HSA-6796648;R-HSA-6804756;R-HSA-69473;R-HSA-69601;R-HSA-75035;R-HSA-8953750;		O14757;	O14757;	
O14773	reviewed	TPP1_HUMAN	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	TPP1 CLN2 GIG1 UNQ267/PRO304	Homo sapiens (Human)	3.4.14.9	9606		O14773;	3EDY;3EE6;	3.4.14.9;		O14773;	O14773;	R-HSA-381038;		O14773;	O14773;	
O14792	reviewed	HS3S1_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	HS3ST1 3OST 3OST1	Homo sapiens (Human)	2.8.2.23	9606	RHEA:15461	O14792;	1ZRH;	2.8.2.23;	MetaCyc:HS00082-MONOMER;	O14792;		R-HSA-2022928;			O14792;	
O14802	reviewed	RPC1_HUMAN	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)	POLR3A	Homo sapiens (Human)	2.7.7.6	9606	RHEA:21248	O14802;	7A6H;7AE1;7AE3;7AEA;7AST;7D58;7D59;7DN3;7DU2;7FJI;7FJJ;8ITY;8IUE;8IUH;			O14802;		R-HSA-1834949;R-HSA-73780;R-HSA-73980;R-HSA-749476;R-HSA-76061;R-HSA-76066;R-HSA-76071;		O14802;	O14802;	
O14807	reviewed	RASM_HUMAN	Ras-related protein M-Ras (EC 3.6.5.2) (Ras-related protein R-Ras3)	MRAS RRAS3	Homo sapiens (Human)	3.6.5.2	9606	RHEA:19669	O14807;	7SD0;7TVF;7TXH;7UPI;			O14807;		R-HSA-5673000;R-HSA-9726840;R-HSA-9726842;		O14807;	O14807;	
O14832	reviewed	PAHX_HUMAN	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	1.14.11.18	9606	RHEA:16065 RHEA:44000 RHEA:54596 RHEA:54600 RHEA:54604 RHEA:54612 RHEA:54616 RHEA:54620 RHEA:54624 RHEA:54628 RHEA:54632 RHEA:55172 RHEA:55176 RHEA:55180 RHEA:55184 RHEA:55192	O14832;	2A1X;	1.14.11.18;	MetaCyc:HS03003-MONOMER;	O14832;		R-HSA-389599;R-HSA-9033241;R-HSA-9033500;			O14832;	UPA00199;
O14874	reviewed	BCKD_HUMAN	Branched-chain alpha-ketoacid dehydrogenase kinase (BCKDH kinase) (BCKDHKIN) (BDK) (EC 2.7.11.1) ([3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial) (EC 2.7.11.4)	BCKDK	Homo sapiens (Human)	2.7.11.1; 2.7.11.4	9606	RHEA:17301 RHEA:17989	O14874;	8F5F;8F5J;8F5S;			O14874;		R-HSA-70895;		O14874;	O14874;	
O14920	reviewed	IKKB_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK-2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	IKBKB IKKB	Homo sapiens (Human)	2.7.11.1; 2.7.11.10	9606	RHEA:19073 RHEA:17989 RHEA:46608	O14920;	3BRT;3BRV;4E3C;4KIK;	2.7.11.10;		O14920;	O14920;	R-HSA-1169091;R-HSA-1236974;R-HSA-168638;R-HSA-168927;R-HSA-1810476;R-HSA-202424;R-HSA-209543;R-HSA-209560;R-HSA-2871837;R-HSA-445989;R-HSA-5357905;R-HSA-5357956;R-HSA-5602636;R-HSA-5603027;R-HSA-5603029;R-HSA-5607764;R-HSA-5684264;R-HSA-9020702;R-HSA-933542;R-HSA-933543;R-HSA-937039;R-HSA-937041;R-HSA-9705671;R-HSA-975144;R-HSA-9758274;R-HSA-9833482;		O14920;	O14920;	
O14929	reviewed	HAT1_HUMAN	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)	HAT1 KAT1	Homo sapiens (Human)	2.3.1.48	9606	RHEA:45948	O14929;	2P0W;6VO5;	2.3.1.48;		O14929;		R-HSA-3214847;		O14929;	O14929;	
O14933	reviewed	UB2L6_HUMAN	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	UBE2L6 UBCH8	Homo sapiens (Human)	2.3.2.23	9606		O14933;	1WZV;1WZW;2KJH;8SE9;8SEA;8SEB;8SV8;	2.3.2.23;		O14933;		R-HSA-1169408;R-HSA-168928;R-HSA-5656169;R-HSA-936440;R-HSA-977225;R-HSA-983168;R-HSA-9833482;		O14933;	O14933;	UPA00143;
O14936	reviewed	CSKP_HUMAN	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)	CASK LIN2	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O14936;	1KGD;1KWA;1ZL8;3C0G;3C0H;3C0I;3MFR;3MFS;3MFT;3MFU;3TAC;6KMH;7OAI;7OAJ;7OAK;7OAL;	2.7.11.1;2.7.4.8;		O14936;	O14936;	R-HSA-212676;R-HSA-3000170;R-HSA-373753;R-HSA-6794361;R-HSA-9609736;R-HSA-9662360;R-HSA-9662361;		O14936;	O14936;	
O14939	reviewed	PLD2_HUMAN	Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2)	PLD2	Homo sapiens (Human)	3.1.4.4	9606	RHEA:14445 RHEA:44872	O14939;	6OHM;6OHO;6OHP;6OHQ;6OHS;7SVP;	3.1.4.4;4.2.1.1;		O14939;		R-HSA-1483148;R-HSA-1483166;R-HSA-2029485;R-HSA-9013149;R-HSA-9013404;		O14939;	O14939;	
O14965	reviewed	AURKA_HUMAN	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O14965;	1MQ4;1MUO;1OL5;1OL6;1OL7;2BMC;2C6D;2C6E;2DWB;2J4Z;2J50;2NP8;2W1C;2W1D;2W1E;2W1F;2W1G;2WQE;2WTV;2WTW;2X6D;2X6E;2X81;2XNE;2XNG;2XRU;3COH;3E5A;3EFW;3FDN;3H0Y;3H0Z;3H10;3HA6;3K5U;3LAU;3M11;3MYG;3NRM;3O50;3O51;3P9J;3QBN;3R21;3R22;3UNZ;3UO4;3UO5;3UO6;3UOD;3UOH;3UOJ;3UOK;3UOL;3UP2;3UP7;3VAP;3W10;3W16;3W18;3W2C;4B0G;4BN1;4BYI;4BYJ;4C3P;4C3R;4CEG;4DEA;4DEB;4DED;4DEE;4DHF;4J8M;4J8N;4JAI;4JAJ;4JBO;4JBP;4JBQ;4O0S;4O0U;4O0W;4PRJ;4UYN;4UZD;4UZH;4ZS0;4ZTQ;4ZTR;4ZTS;5AAD;5AAE;5AAF;5AAG;5DN3;5DNR;5DOS;5DPV;5DR2;5DR6;5DR9;5DRD;5DT0;5DT3;5DT4;5EW9;5G15;5G1X;5L8J;5L8K;5L8L;5LXM;5OBJ;5OBR;5ODT;5ONE;5ORL;5ORN;5ORO;5ORP;5ORR;5ORS;5ORT;5ORV;5ORW;5ORX;5ORY;5ORZ;5OS0;5OS1;5OS2;5OS3;5OS4;5OS5;5OS6;5OSD;5OSE;5OSF;5ZAN;6C2R;6C2T;6C83;6CPE;6CPF;6CPG;6GRA;6HJJ;6HJK;6I2U;6R49;6R4A;6R4B;6R4C;6R4D;6VPG;6VPH;6VPI;6VPJ;6VPL;6VPM;6XKA;6Z4Y;7AYH;7AYI;7FIC;7O2V;7ZTL;8GUW;8JMX;8SSO;8SSP;	2.7.11.1;		O14965;		R-HSA-174178;R-HSA-2565942;R-HSA-4615885;R-HSA-6804114;R-HSA-6804756;R-HSA-8854050;R-HSA-8854518;R-HSA-8854521;		O14965;	O14965;	
O14976	reviewed	GAK_HUMAN	Cyclin-G-associated kinase (EC 2.7.11.1)	GAK	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O14976;	4C57;4C58;4C59;4O38;4Y8D;5Y7Z;5Y80;			O14976;		R-HSA-432722;R-HSA-8856828;		O14976;	O14976;	
O15021	reviewed	MAST4_HUMAN	Microtubule-associated serine/threonine-protein kinase 4 (EC 2.7.11.1)	MAST4 KIAA0303	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O15021;	2W7R;			O15021;					O15021;	
O15033	reviewed	AREL1_HUMAN	Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1)	AREL1 KIAA0317	Homo sapiens (Human)	2.3.2.26	9606		O15033;	6JX5;6LOH;	2.3.2.26;		O15033;		R-HSA-983168;		O15033;	O15033;	UPA00143;
O15047	reviewed	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	SETD1A KIAA0339 KMT2F SET1 SET1A	Homo sapiens (Human)	2.1.1.364	9606	RHEA:60264 RHEA:60268 RHEA:60272	O15047;	3S8S;3UVN;4EWR;8ILY;	2.1.1.354;	MetaCyc:HS01894-MONOMER;	O15047;		R-HSA-3214841;R-HSA-8936459;R-HSA-9772755;		O15047;	O15047;	
O15054	reviewed	KDM6B_HUMAN	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)	KDM6B JMJD3 KIAA0346	Homo sapiens (Human)	1.14.11.68	9606	RHEA:60224	O15054;	2XUE;2XXZ;4ASK;5FP3;5OY3;6F6D;	1.14.11.68;1.14.18.B1;	MetaCyc:ENSG00000132510-MONOMER;	O15054;		R-HSA-2559580;R-HSA-3214842;R-HSA-9821002;		O15054;	O15054;	
O15056	reviewed	SYNJ2_HUMAN	Synaptojanin-2 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 2)	SYNJ2 KIAA0348	Homo sapiens (Human)	3.1.3.36	9606	RHEA:22764	O15056;	1UFW;		MetaCyc:HS01279-MONOMER;	O15056;		R-HSA-1660499;R-HSA-8856828;			O15056;	
O15075	reviewed	DCLK1_HUMAN	Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)	DCLK1 DCAMKL1 DCDC3A KIAA0369	Homo sapiens (Human)	2.7.11.1	9606	RHEA:17989 RHEA:46608	O15075;	1MFW;1MG4;1UF0;5JZJ;5JZN;6KYQ;6KYR;7F3G;7KX6;7KX8;7KXW;	2.7.11.1;		O15075;					O15075;	
